same,diff
116.85991,88.53781
108.803764,88.595795
108.08504,88.921555
109.371796,88.103516
116.97819,88.07628
114.06729,88.4093
105.32735,88.94024
119.25483,88.5983
111.985664,87.983505
116.016235,88.16029
109.76363,86.94599
110.452415,86.663864
101.86602,88.35069
100.85995,87.9901
114.73515,88.499886
118.07732,89.01212
118.80217,88.05721
109.01622,87.32798
106.09836,87.750854
115.02754,86.261505
100.272255,87.83821
103.10588,88.12896
95.68252,88.06585
97.57984,87.94842
103.25312,89.50379
101.357704,89.19718
97.76819,87.62919
108.63083,88.23968
102.61307,86.13835
114.397446,88.90189
124.417755,87.57954
103.82865,89.18993
111.74453,88.15363
110.03308,88.30088
105.87034,88.953316
101.37624,88.7107
104.7992,86.9642
116.708824,89.16956
110.071396,88.19515
112.20504,87.37404
119.45648,89.49501
113.98619,87.63485
116.07288,87.3612
116.34942,88.14471
108.10334,88.030754
111.46676,89.29147
116.65011,88.03312
120.12069,88.67686
111.75284,87.61207
111.20557,87.9994
108.18818,88.98909
96.34873,89.136955
98.32726,88.23962
110.511604,88.62509
101.09362,87.753586
114.90812,87.81904
114.86936,87.99699
104.296196,88.366035
99.8555,87.47638
107.65849,88.79661
99.94688,87.75169
115.068,87.061874
110.79019,88.3219
97.798065,88.21816
101.520805,89.16786
104.83608,88.3106
108.05395,88.671524
114.76432,88.04116
109.450455,87.1818
97.716354,89.2372
91.11981,89.17302
100.41899,88.81305
104.12485,87.10925
96.95023,88.55058
119.02785,88.3724
111.54153,88.30357
110.54035,86.51158
114.364845,87.04381
127.74919,88.1241
111.69366,85.79952
102.74279,87.13151
109.09231,88.16785
103.66723,88.439156
119.67317,88.57335
91.547005,87.84655
102.38434,86.30823
95.68582,87.77775
108.894966,89.325485
116.11914,88.68148
97.32807,87.95497
117.9568,88.41608
104.71468,89.50581
90.98427,89.30035
96.60673,86.5893
96.47778,89.12017
127.08421,89.10583
105.713936,87.71362
123.862404,88.56617
100.73211,87.620514
102.687706,87.72306
121.17233,86.89893
90.447334,87.84647
91.40183,88.64555
98.80725,88.040405
117.2294,87.576195
112.97605,86.66605
99.515366,85.508896
113.457756,87.90313
100.19455,88.28886
93.2556,87.24162
104.07716,86.87773
102.69691,88.22948
104.97627,87.093414
104.9884,88.86796
113.44623,88.4539
110.02547,88.348595
90.597015,87.87663
101.72004,88.96389
106.129425,87.80621
90.11753,87.00317
108.1668,87.61117
100.7134,87.62766
96.17592,86.95854
106.06509,88.49014
105.24802,88.84168
109.73647,88.33492
107.26169,88.31921
96.946075,87.79324
109.9589,88.11635
108.765335,87.46696
122.908554,88.51875
92.87865,87.561226
114.04711,88.19351
95.21331,88.6714
129.38893,88.39505
102.28597,89.24489
102.49768,88.42538
114.76356,88.56131
125.35843,88.56079
116.13051,87.16379
92.10686,88.164856
91.12522,87.89581
111.4887,88.39351
108.244286,89.187935
115.84726,87.87187
109.32605,87.64522
106.223885,87.90943
110.504295,87.91127
119.869156,87.29262
108.69998,88.61712
110.16788,88.77964
97.72332,89.09269
103.97882,88.53437
89.867195,88.56547
95.752785,88.170425
116.57778,87.51249
105.93662,88.52792
110.041306,87.22838
102.25944,88.9605
110.05119,88.94026
117.8711,87.78539
91.318855,88.235245
101.04867,87.727455
104.287,87.27683
111.244606,88.93782
117.578156,88.085075
107.388054,89.778595
100.842865,88.84119
96.66976,89.25846
105.57954,89.03769
114.85978,88.898445
103.35114,85.903595
121.84863,86.33451
117.492966,88.53139
113.29522,88.91982
110.112946,84.7641
101.880905,87.98898
114.28496,87.07816
121.85999,87.125
108.40113,88.4064
93.14592,86.47395
109.66032,88.84641
113.76,87.41729
99.41522,88.98084
114.96375,89.93711
132.19873,87.93236
104.08933,88.917274
105.06383,87.4995
113.129486,88.87658
114.14419,86.64275
110.63367,88.74298
102.44928,88.207016
106.26993,85.55951
117.071304,88.35729
96.13318,89.27193
113.263374,88.008026
91.89077,86.60102
104.62957,89.041885
119.85097,88.19088
122.56111,88.71621
99.69418,88.427505
104.313835,89.252075
105.445526,87.265526
113.900925,87.74089
103.27901,88.548935
117.41714,88.98179
117.517845,88.219154
101.43276,86.535065
101.52805,88.091034
116.05346,88.680855
107.55054,86.69552
106.777794,87.91676
110.37968,88.27881
107.24734,88.11992
113.16411,88.98945
111.936935,87.63572
106.62602,88.745415
89.68349,87.80551
104.67746,88.43141
114.737656,89.206055
94.31161,88.05908
97.79562,88.25549
101.01959,86.246666
113.59339,88.272514
94.13979,88.39297
106.46153,88.34241
114.5229,87.49799
91.310745,88.05007
105.926056,88.00059
109.856804,87.01626
116.265335,88.663185
102.49095,88.8909
107.784164,88.30253
116.74672,87.71381
94.17385,88.522484
99.42433,88.21224
106.63364,88.76317
116.22037,89.30059
105.997986,88.088066
115.49848,87.91989
109.610916,88.934494
115.245735,88.67976
109.75792,85.31632
103.812874,87.1718
104.97697,87.32769
102.17313,88.06824
111.76242,89.293884
114.28413,86.74384
97.40308,87.23743
106.14367,89.20665
118.76801,88.785576
115.69465,87.317986
101.58896,89.34326
99.16806,89.19676
107.169075,88.85128
125.215065,85.82512
120.231316,87.732735
122.39892,86.84617
116.88882,89.16143
123.87211,88.46285
110.32919,88.48877
113.62175,89.1395
108.085,88.54018
110.89943,87.89406
94.73678,89.05626
106.54268,87.03052
111.8782,88.78568
104.163574,87.88312
105.11257,87.46743
112.74743,88.332924
108.28496,89.23464
108.25709,88.64892
122.59326,88.69792
104.86797,88.64782
104.96962,88.53425
106.35311,88.499016
111.45186,89.349884
92.63132,88.91707
110.20551,87.36803
108.11447,88.39011
103.23394,87.62757
99.45962,87.28383
105.11587,87.0584
98.220215,87.33779
100.5666,88.14843
89.73029,86.17863
112.68306,87.288956
113.46393,88.27315
123.509796,88.12828
90.65721,88.751205
91.61426,88.76382
106.75558,88.99144
106.30304,89.230415
118.6535,89.561935
98.87929,89.16022
101.20489,89.41756
104.644485,88.610054
101.46729,86.807816
106.93602,87.6438
101.380875,88.299355
110.40032,88.567505
106.78266,88.12572
110.26947,86.83153
99.00102,88.250854
115.95822,87.99835
105.40356,89.34125
107.23818,89.52562
109.735916,84.82727
93.300735,86.910225
106.91652,88.89092
90.668816,87.876366
103.1608,88.33019
107.454956,88.808334
114.82169,88.66087
108.0923,88.900505
120.26679,88.39899
117.39561,88.697716
95.98348,88.61279
94.53943,87.10099
96.81106,87.610954
122.26642,89.126854
102.335464,88.97508
111.594635,87.3716
95.06528,87.325935
106.966835,87.4412
105.99941,88.8506
95.65505,88.445946
102.92668,88.5617
97.17353,88.77452
120.188675,86.935875
116.115204,87.58679
81.255165,88.59544
104.353836,87.58451
101.84702,89.307625
103.581116,88.44997
107.1097,88.2022
99.41821,89.11067
111.49005,88.68122
108.42319,87.99739
113.7482,88.693474
120.44448,88.44144
104.0398,87.74094
108.86718,87.43201
110.146736,88.538734
94.778145,88.86865
95.207504,87.92412
114.303505,88.36003
98.015564,89.23525
116.09443,87.32891
112.14616,88.41054
113.3243,88.40069
123.972275,87.69188
122.17197,87.50308
96.08352,86.92863
121.745094,88.31437
121.61408,87.64733
97.50305,88.905914
118.83173,88.65117
94.00606,87.950676
120.603836,88.256
103.707825,88.01452
117.229454,88.36155
95.319466,88.25263
114.11438,88.90813
95.661995,87.81941
127.12229,89.07464
96.95429,88.54125
94.47952,87.77652
97.94692,88.05421
107.35684,88.36207
101.67963,88.66825
105.291145,88.475296
111.62936,89.103485
122.510666,86.9443
110.94564,87.58846
99.38557,88.56589
99.09726,88.232506
111.58782,88.64121
90.25113,88.85905
118.4406,88.49004
124.82066,88.038376
128.71553,88.43785
88.31364,88.695435
90.31164,88.61907
111.05833,87.804
103.91136,88.23684
111.879776,88.29016
103.17551,87.88881
116.34264,88.7712
115.99868,87.485886
102.60268,88.347305
98.01391,86.93415
108.91288,88.62791
118.92061,88.836426
120.88146,88.31837
110.35275,89.107475
100.84617,88.41728
102.38248,88.60371
116.33104,86.12869
101.675995,88.3546
102.823784,86.739685
99.66961,89.33673
121.34004,87.915596
102.40509,88.03549
115.4813,88.41103
99.33062,87.61901
112.867455,88.79077
108.414856,88.59409
98.71509,87.13066
112.35275,88.42214
108.22731,85.78726
113.179474,88.92928
110.97357,89.1333
101.37451,87.29882
111.07092,87.47806
91.40827,87.872215
106.47117,87.05411
85.82793,88.280556
109.90653,88.7514
92.97623,88.02139
108.82852,87.17773
105.14188,87.84705
101.9884,88.69975
106.40616,88.96812
106.087494,88.87045
115.97854,88.03552
115.895424,86.52038
125.4081,88.486115
92.64542,88.24276
96.4317,87.35968
108.43179,88.40327
96.7823,89.233246
112.34487,86.66843
96.04952,87.03397
95.74258,87.64734
120.53131,88.01951
107.62091,87.74148
116.12213,88.1162
106.55953,86.63658
100.36123,88.53009
109.94806,89.17015
104.565155,88.66461
109.347145,88.79397
128.6016,88.45268
109.09564,88.24679
101.94406,88.779015
93.966,88.61815
96.50676,88.67167
119.74709,86.99277
112.54593,88.53932
101.97604,88.39311
92.05431,88.545715
99.660645,87.78571
127.44955,85.737305
111.55004,88.24958
116.32931,86.64719
124.2419,88.28712
110.74771,88.31061
111.099846,88.06455
103.00096,89.09294
119.711525,87.63466
120.20116,89.21986
95.087616,88.64994
106.46978,89.1854
116.75404,88.35436
116.609695,88.81558
103.54011,86.411316
121.86475,89.17401
121.67199,89.71123
101.268105,88.2653
114.216484,87.799644
90.03649,87.25797
104.70372,87.72328
106.967255,88.55033
106.60619,87.75115
110.09674,88.745705
110.45284,88.983696
96.9073,87.48045
110.66845,88.815605
115.89611,87.88315
100.10121,88.27409
92.4419,87.50638
97.58239,89.03824
112.846436,88.2208
105.43622,88.73737
118.69136,85.70635
109.6847,88.1435
120.610435,88.16456
122.78473,88.67149
110.461754,89.64387
101.54061,87.9042
105.17583,86.06426
113.41992,88.80803
103.87722,87.517876
92.64228,87.56778
95.72355,87.88836
104.043976,88.99992
102.97239,86.94643
115.27587,88.30369
94.26901,88.64698
94.65065,87.21873
119.34858,87.833466
108.092964,88.25448
116.77389,88.63748
113.52849,89.02667
111.69632,88.03573
106.825485,89.00276
110.21469,89.07615
106.05588,88.898865
113.192024,88.13912
116.98795,86.964775
98.06383,86.73228
123.26404,89.246544
111.55025,89.26612
118.031044,88.46614
113.008125,89.04186
112.86087,89.26913
106.16836,89.11739
84.53886,87.26316
119.538376,88.57614
107.86501,88.64547
91.02621,86.59316
102.79866,88.93776
92.04753,89.26516
109.21827,88.76251
103.92847,86.204735
109.09893,89.31438
96.37525,89.21003
122.07774,87.21668
107.37397,86.98269
104.51439,88.07081
119.881424,89.0271
98.927086,86.99155
115.507484,88.73181
107.75339,89.12706
105.969666,86.17709
124.59885,88.96026
118.11376,88.90363
102.815926,87.13019
109.53477,87.408485
120.00123,89.104965
124.97559,89.225746
91.168045,87.80296
91.54608,87.47899
101.558266,86.94361
96.902336,89.35225
103.03304,88.401794
103.7843,89.363365
98.175766,87.57807
