same,diff
17.91119,28.010494
19.979584,27.92913
15.675568,27.323662
15.720266,24.267557
14.735822,27.743423
17.952244,24.744448
17.127077,25.760876
16.345472,26.455372
12.872144,26.111397
20.101358,27.114979
13.243033,24.657003
14.434263,28.275875
19.363483,28.825687
11.090923,25.216928
23.929419,28.111208
18.323236,25.317081
13.87943,26.354095
19.578623,28.573767
19.690392,28.451355
22.32647,27.265018
20.483942,26.273212
28.85502,23.764706
16.768372,24.017511
13.415278,28.785221
18.36351,23.856157
13.288433,26.220385
18.788929,26.09322
14.425604,25.209658
14.4508505,26.029245
15.147113,24.47354
11.953039,25.141655
7.9156475,24.996355
21.779692,27.311705
16.125776,24.878265
19.027533,26.125679
19.19476,26.08736
13.211279,24.601162
22.485788,29.476027
19.254509,25.425083
20.171618,28.440287
21.102556,27.44817
13.918499,25.339005
19.885048,28.779902
22.290836,26.409922
17.691368,27.079361
14.147858,25.604319
17.105097,26.100595
22.940828,27.84362
18.334614,25.240425
20.347662,27.333
14.825798,23.258904
17.614996,25.757639
18.303974,25.490427
16.542755,27.12276
19.466883,24.741283
19.677258,27.003782
16.379827,24.457628
17.820938,26.21174
18.1563,25.568525
18.543379,27.406315
15.833816,25.05479
14.059809,26.477753
20.179514,25.902765
22.660683,28.057005
20.90708,26.124758
15.833272,29.257452
18.734175,29.47517
18.314957,26.426216
17.75719,27.135916
12.4689455,25.084938
17.894636,25.391212
16.730558,24.791199
13.497335,25.599009
21.24166,26.416824
21.580969,26.488613
14.02173,26.69749
11.341531,24.672113
19.302029,26.263817
14.025639,25.640047
16.977448,27.98254
11.847873,25.0204
17.028551,11.654605
15.471639,26.111757
18.641918,25.188288
14.981989,25.46331
16.981983,25.566011
17.411524,24.753696
31.118801,25.936527
13.528752,25.039827
17.86904,25.561174
19.646986,26.76809
16.10547,26.52311
20.473112,26.087484
15.686458,26.46866
15.438274,26.55117
17.660704,27.72137
19.863848,27.784895
15.729264,25.82344
16.000696,25.87252
19.29379,27.150116
16.447206,25.50957
21.070343,25.66744
21.904879,30.846832
15.722928,26.318731
19.472466,25.756968
16.951574,26.087852
22.872484,25.200668
15.70904,24.600784
19.283371,26.866322
18.381666,24.823282
17.722666,27.732464
15.4679785,26.751305
18.877172,26.33703
14.871022,26.57535
34.35153,27.177933
20.541132,27.588049
14.06335,28.061724
11.692354,25.164377
13.869704,24.776361
19.791018,25.483356
27.747593,26.561783
13.203288,25.926958
18.777962,26.718313
15.414274,25.083557
20.53873,26.924208
14.309804,25.32231
17.228525,26.463388
18.651815,26.259478
15.154967,26.437586
12.610648,26.644262
15.271254,26.38807
29.385096,27.132463
10.193868,24.676401
21.630157,27.624668
18.633333,24.807655
18.451723,28.02285
18.396605,27.321604
17.089825,25.689312
18.420017,29.009476
15.514118,26.998318
15.429294,25.140083
18.896946,26.867275
17.852785,25.761585
18.930834,27.577309
30.33936,27.681564
16.705765,25.431528
15.325259,25.267319
16.498457,26.231033
14.589511,26.368929
18.234623,25.014912
19.204529,26.103449
17.799637,25.991709
14.53416,26.404537
14.58407,26.694511
14.584488,26.485474
18.544352,26.381027
13.582388,27.101715
12.913177,25.412502
19.45642,27.2613
30.185266,25.29428
17.871746,27.705748
18.878094,25.55867
19.630276,26.807137
15.288871,26.07007
16.6815,26.840345
16.610563,24.987885
18.814325,26.325062
12.5204,24.587784
18.233644,25.340754
15.912918,23.725786
23.688578,27.241907
14.506789,23.073523
12.896735,26.01743
16.035383,27.058437
16.538683,26.19353
14.359596,26.83527
9.8796835,26.477106
13.031685,26.608753
19.745468,25.84757
17.22266,26.886621
17.48915,27.140476
15.770581,25.529713
18.509861,25.047646
14.26891,27.653498
15.354472,25.685959
15.86305,26.780817
17.800423,27.03774
19.725956,26.033115
23.267792,27.384712
16.809792,26.905771
18.365526,25.185635
18.269434,26.730211
17.939184,26.154196
18.684362,26.58085
12.070771,24.270876
18.06992,25.141245
11.668039,26.974731
14.507085,26.064638
13.616862,26.578066
18.689133,28.554825
18.51525,25.899591
22.493008,28.536196
17.141237,28.049198
20.490995,25.490381
17.73409,25.502312
21.432964,28.484165
19.208403,28.474525
17.99034,24.453985
17.656588,27.642612
13.976947,28.125109
19.157333,25.814491
14.959108,24.288818
23.295261,24.61621
17.079842,26.056826
13.781097,26.30672
16.084652,28.08606
17.734936,26.29422
13.817965,25.657558
14.607553,26.819687
16.457952,26.673323
18.158726,25.31166
29.838835,25.241558
15.745145,26.662899
17.514584,26.312853
18.012037,27.817465
15.227926,26.708786
16.837854,27.049587
18.233494,27.421982
15.156805,25.2626
14.767787,24.101421
17.854223,28.680168
18.671474,26.033756
15.907399,26.834322
29.71904,24.624184
17.360268,27.53291
19.191095,25.298912
20.950977,26.162752
15.765097,25.992094
17.871456,28.143208
29.55926,26.04283
13.524594,24.661423
21.749495,27.414192
18.203257,28.219082
20.604647,26.021677
14.35942,26.00699
18.12454,26.758537
20.807556,26.391975
18.933273,27.705658
19.053135,26.173481
18.429192,24.879185
19.28011,26.719429
15.43105,23.058653
16.001816,26.418169
22.11211,28.061897
13.424019,26.73422
16.187073,27.206408
20.484816,28.083086
18.21689,28.269949
15.212607,26.350138
15.980668,26.17954
18.171528,25.896395
20.233925,27.140676
17.375345,26.752666
18.417776,26.246351
17.222733,25.485062
15.839827,25.625046
18.087748,26.17186
19.942888,27.52974
13.236312,25.335186
16.4035,28.074564
17.90937,27.039503
12.073196,25.588917
18.623579,26.748596
18.409653,24.535885
17.543175,29.05546
20.07062,25.433659
17.770424,27.924685
13.4044485,26.098492
19.738659,25.23594
