same,diff
16.255426,25.385323
20.451237,26.908144
29.300121,27.728695
17.034008,25.016039
16.882761,26.256258
33.74389,28.815323
16.467323,26.622639
20.099815,28.761957
20.193169,28.63079
16.54011,27.380836
22.72197,28.888355
18.615173,28.253963
18.74305,25.542158
19.43694,26.159758
16.624353,23.712725
16.947866,27.924086
17.187311,24.171062
12.171232,26.063969
23.06407,25.49958
32.162,27.16183
31.613947,28.116816
16.810835,26.110949
19.836952,27.531118
17.138361,26.781942
18.00437,26.039885
16.473185,26.462126
15.060499,25.289673
18.36324,26.266455
12.721069,26.751732
16.801992,25.084713
20.72461,28.774641
23.95405,26.989553
17.605745,27.077127
19.981916,27.643059
17.159094,26.959059
16.010328,25.886978
17.358648,26.74759
18.064867,28.23578
19.87806,26.069143
19.48565,27.850805
12.441964,27.454266
20.173086,28.350805
21.489574,28.893644
16.379692,26.853832
17.839508,26.377087
14.640995,24.05036
21.446638,27.952732
16.05079,27.442629
12.081606,25.52301
17.70182,26.863089
21.740007,26.052704
24.751122,29.416748
20.490303,26.610846
14.4486265,26.311655
18.867437,26.527025
19.467438,27.111149
16.20589,27.568075
18.818607,25.522762
19.885311,27.13631
13.858615,24.711111
18.09713,27.402054
20.262722,26.948874
17.316319,26.593147
18.10276,27.583122
15.015928,27.569721
18.441446,26.263605
18.118876,26.601955
19.500668,27.729303
14.267516,23.962221
17.905783,27.09547
14.65729,26.242102
15.537271,27.114485
14.187206,23.881233
12.209987,26.144743
20.93137,26.104708
17.204517,27.485106
17.008667,16.736977
18.552183,25.755522
16.336803,26.038677
16.951395,25.383905
18.780693,25.946398
15.194076,27.063328
18.183807,24.997934
21.74426,27.838692
15.208789,26.485548
13.385944,27.477734
18.162598,29.455402
18.258085,26.510843
21.13003,26.849567
17.892664,26.818396
15.1544695,24.602934
15.054562,27.166212
21.270952,25.836563
18.051792,27.567652
18.646955,25.978958
12.9381275,25.762854
17.540197,27.336128
12.980865,25.978245
14.442381,26.16625
17.600332,27.188393
18.144129,25.153866
19.293293,27.879354
29.42487,25.640017
19.555367,27.684774
29.92322,26.421741
19.775986,26.656857
21.34555,27.900082
22.478134,27.541111
20.025988,27.219736
17.523201,26.233107
17.283108,26.189516
16.922132,26.401428
20.294758,27.014286
14.178307,26.233315
23.007902,26.910234
19.821384,26.649529
15.035403,26.092688
20.62902,26.068125
17.33296,25.945227
16.31491,27.878317
18.760998,25.727484
20.309633,27.492764
9.664535,25.972965
20.53557,26.285675
18.295822,25.143955
17.585981,26.301115
14.359615,26.71789
12.448882,25.945677
17.90033,25.760809
19.046656,26.929806
14.626659,23.572517
15.30646,26.190483
17.400282,26.141289
16.489431,25.121
12.277897,24.535225
20.920174,26.76792
19.488081,24.8204
21.138775,28.42004
29.564325,26.353159
31.716162,20.3681
15.865087,26.594336
15.7534275,26.07445
18.137928,27.273254
15.406114,28.242031
17.412966,25.41768
15.364274,26.866531
17.783113,29.219488
12.119738,24.995274
17.215145,25.904018
18.834091,26.136084
17.002628,25.791052
20.330315,29.52293
16.60816,25.99343
19.339458,27.664953
16.008118,27.591364
15.130275,26.526665
15.239222,25.997082
19.730135,27.688465
15.780006,25.782078
12.7547865,25.06449
18.649965,26.895582
10.267463,24.052004
19.867826,27.662308
13.952099,25.26944
20.257162,25.551907
16.166428,26.677155
18.424015,25.427967
13.152271,24.987871
17.847292,25.18339
29.622355,25.870337
20.660778,27.578728
14.438616,26.524467
18.151451,26.045633
22.772116,26.26459
17.268942,25.889605
14.425022,26.60384
15.375788,23.726078
19.304363,29.192175
14.709094,27.23112
15.597607,25.3517
14.445138,26.292673
19.832415,25.656069
15.498788,26.789043
16.92668,26.780787
18.630306,25.53614
17.958487,26.288996
23.300549,25.657549
15.577874,26.70431
16.6002,25.853088
17.86478,28.438543
19.55484,25.580315
21.137314,26.76898
19.472202,25.419327
14.241094,28.505003
19.514275,28.295395
16.395296,25.56897
16.762897,27.708017
15.484176,26.168362
31.800365,18.085289
15.59339,24.011843
16.46918,28.270807
14.821582,25.735064
19.00553,26.082968
15.231139,25.923182
16.435959,24.52806
24.787926,28.020632
18.850895,26.312733
14.646814,26.683632
20.049662,26.705235
20.00856,27.45916
16.467905,25.88804
17.000284,27.351648
19.666618,25.618107
18.939695,27.244516
18.729801,26.87769
15.370044,24.945547
11.9375,24.925198
20.672626,27.566782
17.985247,26.385395
19.254843,26.121403
15.057424,26.737768
18.253649,25.86867
21.100067,28.181686
18.706274,28.345463
15.478103,23.436508
18.641455,25.201872
17.150377,29.382504
14.584863,26.905544
19.857052,26.267836
32.299324,26.092735
15.601924,28.365149
18.183472,26.41268
20.460276,25.319866
19.253511,26.942142
18.504904,27.30968
20.140528,25.269682
22.202011,27.639545
15.366257,27.124302
17.709023,28.848543
20.01112,27.06144
19.459,25.669754
18.971268,24.005611
14.859466,25.456787
17.929695,26.222431
16.513004,28.971342
21.686039,27.334007
18.800816,25.487621
16.02535,25.918922
13.314109,23.051275
22.826181,26.940575
16.138779,28.883268
17.265976,25.497816
15.386885,27.520885
12.770672,25.951271
12.264594,28.586739
26.927315,26.833628
20.765135,26.69711
16.761822,25.54399
9.863111,26.210924
18.240847,27.064407
18.005281,23.623562
16.968637,26.131012
12.06622,28.10181
17.875769,26.264273
16.437862,26.620998
19.977455,25.590675
24.288006,26.868195
14.57815,25.617601
13.86035,24.60713
16.93221,26.516314
17.003613,26.394642
16.301956,26.698805
19.097496,26.381302
21.71976,26.364141
18.457531,24.988495
14.309221,28.456833
17.477045,25.535976
15.758852,26.705061
15.144911,25.000708
17.404663,28.292402
21.067875,26.887856
16.967337,26.144678
19.544384,25.886427
20.572,27.732214
17.110737,25.296398
20.222357,27.29845
20.155615,29.686798
21.343258,25.37943
19.281242,26.528639
23.605417,27.67839
15.571104,25.484037
12.797628,25.393076
11.33471,26.015537
17.956255,25.037338
18.894327,24.765804
18.124083,21.252789
20.768091,26.448322
15.484638,24.891598
20.029604,23.552166
18.220509,27.624199
22.599133,27.063711
19.001022,27.8308
16.777752,25.434843
17.526957,24.66234
19.052006,26.182766
19.08609,25.53032
14.618556,21.983866
16.58255,25.491995
19.516047,29.865536
18.888203,29.005873
7.3347054,27.90076
18.610853,25.597174
15.538408,24.690935
15.947977,26.03499
20.72531,27.60547
28.367527,25.285654
11.442073,25.819452
21.78023,27.828386
14.8826685,26.638071
16.723032,27.692764
19.529497,27.068798
31.591463,28.348902
14.875686,24.313019
14.538348,24.59777
15.162194,26.590752
17.367935,26.940311
12.504755,28.114416
13.937893,26.8443
15.039884,27.697687
17.138512,24.807264
17.33515,27.439318
11.151634,25.642006
19.21009,26.133839
20.622662,29.898985
22.590954,29.323336
14.062781,26.464214
18.052624,26.821901
19.531418,28.199795
16.794336,27.121447
34.24914,28.33745
19.11373,25.1825
18.211618,25.555311
16.80313,26.514866
15.339554,25.308256
19.277449,27.764498
16.354189,26.141731
12.520276,26.16784
26.111809,27.279821
18.159351,28.316605
20.202513,27.25033
17.356325,25.549313
15.881298,26.188837
12.776551,24.133694
16.638748,24.439903
15.260864,25.681444
23.834105,29.193003
19.948757,26.316008
13.209888,27.722595
14.378655,28.70137
12.312166,24.499594
18.976805,24.07171
13.578785,22.652287
15.56633,27.370962
15.630449,25.582174
25.530947,28.145329
18.566282,29.073473
14.376495,25.844536
16.532478,24.714241
17.997665,27.393547
18.490707,26.064081
15.886122,26.793736
13.653806,26.7069
19.422169,25.424944
18.562649,27.322906
18.507414,26.174055
17.576065,28.590492
14.905589,26.319988
21.92078,26.928007
20.024984,28.83381
18.124352,25.503431
20.864317,28.660217
19.13874,28.810604
20.120356,27.067753
18.521173,26.091078
16.006578,25.255451
14.735525,26.857164
14.398944,26.275593
21.94984,27.164682
14.672289,23.884132
30.577808,27.084822
12.190744,22.76349
14.317992,24.779062
16.134214,24.61375
17.350435,26.61561
21.059004,30.089573
20.652405,26.903927
16.78558,27.062904
14.723167,24.326447
16.91504,27.43424
20.097816,27.29611
19.82219,26.78525
14.614176,25.785994
15.037902,25.635061
19.279198,27.826561
14.803193,26.771095
21.727869,27.05712
17.319853,26.984753
20.419588,26.340155
17.162935,29.624023
16.952305,24.14536
14.146486,27.397648
19.400293,26.098017
15.364117,24.999609
14.626752,26.535141
16.745916,27.195034
12.388731,27.205948
9.902514,26.143522
24.766472,26.177385
20.252333,25.898438
23.655497,28.536816
19.871626,28.315657
15.207622,24.731606
17.563982,26.9499
17.042423,27.727875
19.129452,26.362068
16.874626,26.454166
17.570488,26.823349
17.371302,25.037004
14.959852,28.260963
20.043158,27.86944
11.705005,25.305674
20.700155,27.697403
15.996184,25.152254
21.127155,27.502132
14.148471,26.934526
14.205454,26.272259
12.272716,27.129417
31.51786,26.07482
13.640806,24.265146
11.836091,27.020943
23.224743,27.889362
13.930509,25.694714
18.991776,26.43198
17.611082,26.373827
21.011858,25.35317
15.290837,26.214296
23.325249,25.7315
15.23695,25.152914
14.800773,26.454454
18.234774,24.813675
18.009096,26.678038
14.746461,27.46307
17.258463,28.603535
15.909035,26.693394
28.412596,29.438246
17.717308,28.267376
14.378898,24.489817
29.13104,25.520899
14.082187,24.919628
22.268703,28.280464
13.956492,25.31598
16.98822,24.58819
15.919203,24.93601
17.410307,27.500822
20.828728,27.655994
17.66739,28.737627
21.514072,27.23609
21.343498,26.979954
16.504978,24.286535
18.695705,25.327442
31.127832,27.448706
16.481943,27.127146
14.686891,28.4724
17.242867,25.116884
16.581097,24.53256
20.65703,28.798712
22.226469,29.026968
16.344553,26.962164
22.70405,25.313353
32.192238,28.251608
17.893843,27.241613
18.30571,26.256422
18.379795,25.99649
19.920551,25.945684
26.54153,25.556961
17.054403,27.525719
13.827226,23.980711
21.575708,25.923895
17.445444,26.668701
17.687622,25.240894
18.990446,26.669336
21.26588,26.81434
17.563425,25.81729
23.758917,26.78563
20.163658,25.055788
17.654188,25.417582
17.633816,26.40682
17.666729,26.437803
14.1801,26.18903
18.321835,28.695215
14.438288,23.347921
21.272303,27.699362
30.087975,27.412739
15.575866,23.89416
21.512358,25.513355
16.936604,24.775705
25.465836,28.812628
14.872057,27.117508
22.297943,27.565313
18.583761,26.805647
14.978735,24.994701
23.022993,28.194767
17.204433,26.256884
28.662346,26.687592
21.271019,29.865746
15.206404,24.573069
18.014013,26.718966
21.142006,28.71846
15.151118,24.296299
15.039982,25.767414
17.234518,27.153059
14.075633,24.682047
15.09887,25.886683
16.451258,26.42222
20.291807,28.104156
16.226162,25.22528
17.066423,27.587048
17.022,26.38805
18.711342,26.481386
11.980475,25.14051
15.759195,24.782495
7.2138696,23.83625
17.786291,28.538334
19.686623,26.403553
19.051361,26.758722
25.978273,27.415977
20.396519,23.89338
21.71408,27.665054
19.124443,25.652838
18.59669,24.434795
21.149567,25.198637
19.786316,26.85023
15.664714,25.3476
18.658205,26.076231
19.741041,24.188328
17.436861,26.874063
18.411871,29.03725
30.791998,23.816576
14.395789,25.281525
15.154035,24.77072
19.3643,26.440844
20.726048,25.999393
18.453245,27.399046
17.955818,26.399586
21.886316,28.116898
18.702364,27.533915
19.348022,26.86073
18.812641,27.451258
14.261871,27.16005
19.5305,25.61166
18.981369,26.819115
17.696095,26.692095
19.259035,28.499014
18.31886,25.303207
17.398024,27.858433
15.70657,27.633509
15.849515,25.803898
19.02331,25.591454
17.2938,26.073748
18.97932,29.139791
12.813581,26.873823
21.776268,27.899311
20.332382,27.661997
30.011944,24.858583
19.35072,26.923765
15.490146,25.160595
20.303608,27.138485
21.498941,27.848654
22.536171,28.41913
20.462008,26.97013
21.846346,28.286076
11.286786,26.791824
19.491636,23.905748
17.795652,25.593033
17.256187,24.787683
14.433714,24.583923
20.385103,27.938986
17.531818,27.128344
16.623484,25.64893
15.163628,25.270172
17.688559,25.494562
18.175728,26.546278
14.9142685,27.734003
16.446808,26.304756
17.013386,26.909782
15.945313,26.07659
19.870953,27.112513
17.068258,26.602865
16.990513,25.711979
16.772455,30.384094
20.250174,27.720993
16.661413,26.357872
17.055338,26.437416
20.285149,27.244188
28.302076,24.957645
18.633413,26.436535
17.863773,26.72662
16.16253,25.246437
18.74071,24.781574
16.191704,25.108788
20.738483,26.180908
14.068835,23.213842
17.24379,25.231485
23.180279,26.267244
18.733503,27.815058
21.098465,26.414352
20.92847,28.200302
19.479998,26.88133
17.550287,27.72772
17.232185,27.667942
17.56511,26.78077
21.82258,27.992208
14.646927,26.520851
19.47792,25.860188
18.72609,28.848776
24.706139,28.064856
18.094215,27.627865
14.672137,24.855831
17.996666,25.280104
15.94851,25.764296
15.570469,28.150282
21.155191,25.981657
14.755775,25.995234
32.186043,27.452768
18.547804,24.93635
15.577059,24.203697
16.83851,27.07627
19.085014,26.682695
24.570696,26.058615
20.77579,29.767052
14.330912,22.779394
20.371975,24.172703
18.252771,25.889475
21.927057,25.540997
32.66216,26.584412
12.384668,26.29967
21.560661,28.628883
14.633941,26.872873
17.686869,27.708616
16.42799,26.807365
21.419386,26.856056
16.637012,26.94683
18.764305,26.327208
17.068342,27.97855
16.60818,24.539238
20.12404,24.966782
11.7466955,25.696318
18.237207,25.474197
15.359632,24.669317
25.096766,29.400352
17.982214,26.661287
18.337414,25.93879
15.747136,27.471684
22.29939,27.53223
18.499538,28.036615
21.617022,25.27647
19.452307,27.649239
16.566902,27.257893
17.32195,29.921135
14.72648,26.43747
17.714163,26.532284
17.331509,25.465427
11.044995,28.16412
17.192787,26.56846
15.819381,26.061798
13.622591,25.885345
17.160465,26.450123
16.697897,28.31237
11.207436,24.513466
18.004486,24.587883
11.769071,26.11961
19.535284,27.782629
15.828666,26.971891
17.068422,26.921486
21.080414,25.542063
11.164467,25.222136
20.312685,28.551558
14.715067,24.948673
13.439822,25.415257
16.983574,26.992292
13.320247,25.969103
17.001692,18.117086
20.655441,26.301737
22.873402,26.84002
17.870739,25.755518
17.065355,26.076395
17.437477,25.739946
20.244518,25.97356
18.227726,27.418053
14.956458,26.418606
15.684627,27.98169
14.825847,25.39956
28.874987,26.663464
22.045853,26.96041
20.46418,26.321255
13.529667,24.45885
14.979709,23.34823
22.570528,28.720224
21.141422,28.173058
15.498708,25.472507
21.208921,27.632515
32.92847,4.3534756
19.560114,26.117884
20.264462,25.933638
16.806866,23.614788
18.841484,27.55717
13.949422,27.58416
20.280157,26.542034
18.046785,27.920639
19.626654,27.240746
18.49278,27.398481
21.087029,25.802965
18.264843,26.141825
18.315596,26.00316
9.69188,27.719194
16.118864,27.356466
14.871604,25.90768
16.773315,23.24726
18.76212,26.497446
17.07313,26.523222
18.055218,29.127064
19.286572,25.042583
16.616241,25.759125
11.983495,24.89296
13.545415,25.837313
22.994835,26.69817
29.545174,25.043232
19.698086,26.277754
13.125178,26.942055
18.936028,16.958845
14.506073,25.370665
17.439138,25.225061
16.323574,30.7015
13.056368,25.980238
12.954371,27.181889
21.043367,25.592928
17.449947,26.647736
18.96806,28.545973
20.500574,27.27959
20.576248,27.127157
18.035944,25.885654
20.503202,26.43124
15.466087,27.100723
18.055788,26.033325
16.294678,23.981035
16.20514,26.656898
24.751535,28.295061
17.63665,29.531715
13.519116,26.292187
16.11084,25.465332
17.040257,24.769001
12.3717575,26.17586
16.33582,16.351238
15.745156,27.116192
13.554315,25.601881
20.28774,27.623775
15.985938,28.739807
22.429708,26.440006
15.130603,27.111423
20.744656,26.887651
17.89523,26.699858
15.246534,24.537481
19.116762,27.592806
15.4208,27.572512
15.064255,26.824282
15.749739,25.029268
16.703892,26.544197
15.562093,25.618292
12.85457,25.006554
19.619392,26.755486
19.063341,27.414606
14.534971,26.910267
15.246757,28.899569
16.216269,26.081156
10.789634,24.090155
17.373363,26.378407
13.919554,28.569525
17.932049,27.539824
14.667159,26.259546
19.634676,25.916216
18.830599,25.623571
16.459751,26.440641
17.117168,25.666208
19.876806,28.494814
18.05217,26.771154
16.244717,28.193474
13.855031,26.284678
19.061533,27.421759
18.077974,26.048786
15.446614,26.108816
16.313662,24.510286
15.176332,25.935806
23.001348,27.346134
16.847486,26.740225
17.050968,25.124565
13.100081,26.687393
10.765483,26.366955
14.742802,25.931652
23.88363,25.781643
32.098083,26.636963
13.560576,26.756027
25.15863,25.907246
16.028994,28.574495
15.37123,24.996885
12.875768,29.50514
17.664478,27.583464
17.078663,26.189499
16.46341,18.740965
14.854044,28.24696
