./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_2.png,0.5692592859268188
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_1.png,0.6152588129043579
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_4.png,0.5641762018203735
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_6.png,0.5110749900341034
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_5.png,0.5641762018203735
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_3.png,0.6060468852519989
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_0.png,0.6152588129043579
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_7.png,0.5110749900341034
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_9.png,0.5612589120864868
./data/ninh_vao/3857309562_134850_PLATE_3.png,./data/ninh_ra/0028802154_134931_PLATE_8.png,0.5110749900341034
./data/ninh_vao/3857309562_134850_PLATE_2.png,./data/ninh_ra/0028802154_134931_PLATE_2.png,0.4534032940864563
./data/ninh_vao/3857309562_134850_PLATE_2.png,./data/ninh_ra/0028802154_134931_PLATE_1.png,0.5912227630615234
./data/ninh_vao/3857309562_134850_PLATE_2.png,./data/ninh_ra/0028802154_134931_PLATE_4.png,0.46048468351364136
./data/ninh_vao/3857309562_134850_PLATE_2.png,./data/ninh_ra/0028802154_134931_PLATE_6.png,0.4557120203971863
./data/ninh_vao/3857309562_134850_PLATE_2.png,./data/ninh_ra/0028802154_134931_PLATE_5.png,0.46048468351364136
./data/ninh_vao/3857309562_134850_PLATE_2.png,./data/ninh_ra/0028802154_134931_PLATE_3.png,0.4912846088409424
